;;mm;C;%;mm/10cm;mm/10cm;mm/10cm;mm/10cm;mm/10cm
Date;Hour;Rain ;Temperature ;RH ;Water mm   (-10cm);Water mm   (-30cm);Water mm   (-50cm);Water mm   (-70cm);Water mm   (-90cm)
10/7/2019;18:00:00;0;29.07;88.8;-7.82;35.88;31.19;22.48;23.25
10/7/2019;18:30:00;0;28.52;91.5;-7.91;35.88;31.16;22.42;23.18
10/7/2019;19:00:00;0;27.41;95;-7.73;35.98;31.15;22.38;23.13
10/7/2019;19:30:00;0;26.43;95.8;-7.86;35.98;31.18;22.38;23.09
10/7/2019;20:00:00;16.4;25.62;99.6;-7.88;35.95;31.18;22.4;23.07
10/7/2019;20:30:00;0.2;25.82;100;-7.91;35.89;31.18;22.42;23.07
10/7/2019;21:00:00;0;26.13;99.9;-7.95;35.86;31.16;22.42;23.07
10/7/2019;21:30:00;0;26.21;100;-7.96;35.81;31.16;22.42;23.07
10/7/2019;22:00:00;0;26.35;99.9;-7.98;35.77;31.15;22.39;23.08
10/7/2019;22:30:00;0;26.18;100;-8;35.74;31.13;22.37;23.07
10/7/2019;23:00:00;0;25.67;100;-8.05;35.7;31.13;22.34;23.05
10/7/2019;23:30:00;0;25.5;100;-8.04;35.68;31.11;22.32;23.04
10/8/2019;00:00:00;0;24.56;100;-8.04;35.65;31.1;22.28;23.03
10/8/2019;00:30:00;0.6;23.79;100;-8.02;35.61;31.08;22.26;23
10/8/2019;01:00:00;1;23.23;100;-8.04;35.6;31.06;22.25;22.99
10/8/2019;01:30:00;0;22.82;100;-8;35.58;31.06;22.22;22.96
10/8/2019;02:00:00;0;22.82;100;-8;35.56;31.03;22.2;22.95
10/8/2019;02:30:00;0.2;22.78;100;-8.02;35.53;31.02;22.17;22.93
10/8/2019;03:00:00;0;22.85;100;-8.07;35.51;31.02;22.15;22.91
10/8/2019;03:30:00;0;22.75;100;-8.13;35.49;31;22.13;22.89
10/8/2019;04:00:00;0;22.73;100;-8.13;35.46;30.98;22.11;22.88
10/8/2019;04:30:00;0;22.87;100;-8.14;35.44;30.98;22.1;22.86
10/8/2019;05:00:00;0;22.51;100;-8.16;35.42;30.97;22.09;22.84
10/8/2019;05:30:00;0;22.66;100;-8.16;35.4;30.95;22.05;22.84
10/8/2019;06:00:00;0;22.75;100;-8.21;35.4;30.94;22.05;22.82
10/8/2019;06:30:00;0;22.9;100;-8.14;35.39;30.94;22.02;22.8
10/8/2019;07:00:00;0;22.8;100;-8.02;35.37;30.92;22.01;22.79
10/8/2019;07:30:00;0;22.87;100;-7.96;35.35;30.9;22;22.76
10/8/2019;08:00:00;0;22.85;100;-7.93;35.35;30.89;21.98;22.75
10/8/2019;08:30:00;0;22.78;100;-7.86;35.35;30.87;21.95;22.72
10/8/2019;09:00:00;0;22.47;100;-7.8;35.33;30.84;21.9;22.67
10/8/2019;09:30:00;0;22.2;100;-7.7;35.32;30.82;21.85;22.63
10/8/2019;10:00:00;0;21.99;100;-7.7;35.3;30.79;21.82;22.58
10/8/2019;10:30:00;0;22.18;100;-7.61;35.28;30.76;21.77;22.54
10/8/2019;11:00:00;0;22.13;100;-7.57;35.26;30.73;21.74;22.51
10/8/2019;11:30:00;0;21.94;100;-7.64;35.26;30.71;21.69;22.49
10/8/2019;12:00:00;0;22.01;100;-7.66;35.26;30.69;21.68;22.45
10/8/2019;12:30:00;0;22.51;100;-7.75;35.26;30.68;21.67;22.46
10/8/2019;13:00:00;0;23.64;100;-7.77;35.26;30.68;21.66;22.46
10/8/2019;13:30:00;0;24.34;100;-7.75;35.26;30.68;21.66;22.46
10/8/2019;14:00:00;0;24.75;100;-7.63;35.26;30.66;21.63;22.42
10/8/2019;14:30:00;0;25.38;99.9;-7.68;35.23;30.63;21.61;22.39
10/8/2019;15:00:00;0;27.01;95.5;-7.77;35.23;30.63;21.6;22.39
10/8/2019;15:30:00;0;27.06;98.6;-7.82;35.23;30.61;21.58;22.39
10/8/2019;16:00:00;0;27.78;91.3;-7.86;35.23;30.61;21.58;22.39
10/8/2019;16:30:00;0;28.62;91;-7.75;35.95;30.61;21.6;22.38
10/8/2019;17:00:00;0;28.89;92.8;-7.89;36.4;31.06;21.66;22.38
10/8/2019;17:30:00;0;28.15;93.5;-7.89;36.26;31.27;22.33;22.39
10/8/2019;18:00:00;0;27.75;91.5;-8;36.16;31.27;22.77;22.54
10/8/2019;18:30:00;0;26.72;96.6;-8.04;36.05;31.27;22.82;23.03
10/8/2019;19:00:00;0;26.96;97.6;-8.07;35.98;31.24;22.77;23.32
10/8/2019;19:30:00;0;27.04;96.5;-8.11;35.91;31.23;22.72;23.34
10/8/2019;20:00:00;0;29.41;93.7;-8.11;35.88;31.19;22.67;23.33
10/8/2019;20:30:00;0;27.95;94.5;-8.16;35.81;31.16;22.6;23.3
10/8/2019;21:00:00;0;26.65;94.4;-8.16;35.75;31.15;22.55;23.26
10/8/2019;21:30:00;0;26.26;97.3;-8.16;35.72;31.13;22.5;23.22
10/8/2019;22:00:00;0;25.55;98.5;-8.18;35.68;31.11;22.47;23.18
10/8/2019;22:30:00;7.2;22.9;100;-8.21;35.67;31.1;22.42;23.14
10/8/2019;23:00:00;0.8;22.82;100;-8.25;35.61;31.06;22.38;23.11
10/8/2019;23:30:00;0;22.85;100;-8.25;35.58;31.05;22.34;23.08
10/9/2019;00:00:00;0;22.54;100;-8.25;35.56;31.03;22.31;23.05
10/9/2019;00:30:00;0;22.54;100;-8.23;35.54;31.02;22.28;23.04
10/9/2019;01:00:00;0;22.44;100;-8.27;35.51;31.02;22.25;23
10/9/2019;01:30:00;0;22.2;100;-8.25;35.49;30.98;22.23;22.99
10/9/2019;02:00:00;0;22.25;100;-8.23;35.47;30.97;22.2;22.97
10/9/2019;02:30:00;0;22.15;100;-8.25;35.46;30.97;22.17;22.95
10/9/2019;03:00:00;0;21.99;100;-8.23;35.44;30.95;22.16;22.92
10/9/2019;03:30:00;0;22.13;100;-8.25;35.42;30.95;22.13;22.89
10/9/2019;04:00:00;0;21.99;100;-8.27;35.4;30.94;22.11;22.88
10/9/2019;04:30:00;0;21.84;100;-8.27;35.39;30.92;22.1;22.87
10/9/2019;05:00:00;0;21.77;100;-8.29;35.37;30.92;22.07;22.86
10/9/2019;05:30:00;0;21.7;100;-8.27;35.35;30.9;22.06;22.84
10/9/2019;06:00:00;0;21.7;100;-8.21;35.32;30.87;22.05;22.83
10/9/2019;06:30:00;0;22.06;100;-8.18;35.32;30.87;22.02;22.82
10/9/2019;07:00:00;0;21.75;100;-8.11;35.32;30.87;22.01;22.79
10/9/2019;07:30:00;0;22.03;100;-8.02;35.3;30.85;22;22.78
10/9/2019;08:00:00;0;22.11;100;-7.93;35.3;30.84;21.98;22.75
10/9/2019;08:30:00;0;21.89;100;-7.84;35.3;30.81;21.94;22.71
10/9/2019;09:00:00;0;22.13;100;-7.79;35.28;30.79;21.89;22.66
10/9/2019;09:30:00;0;21.82;100;-7.77;35.26;30.77;21.87;22.64
10/9/2019;10:00:00;0;21.6;100;-7.77;35.26;30.76;21.83;22.62
10/9/2019;10:30:00;0;21.63;100;-7.66;35.23;30.73;21.78;22.57
10/9/2019;11:00:00;0;21.72;100;-7.59;35.23;30.69;21.73;22.5
10/9/2019;11:30:00;0;22.06;100;-7.59;35.21;30.66;21.69;22.46
10/9/2019;12:00:00;0;22.13;100;-7.59;35.23;30.65;21.66;22.43
10/9/2019;12:30:00;0;22.61;100;-7.57;35.19;30.63;21.62;22.39
10/9/2019;13:00:00;0;23.26;100;-7.55;35.19;30.61;21.58;22.37
10/9/2019;13:30:00;0;24.53;100;-7.59;35.18;30.58;21.56;22.34
10/9/2019;14:00:00;0;25.06;100;-7.5;35.16;30.55;21.52;22.33
10/9/2019;14:30:00;0;25.87;99.3;-7.68;35.16;30.53;21.51;22.32
10/9/2019;15:00:00;0;26.5;96.9;-7.79;35.14;30.53;21.52;22.34
10/9/2019;15:30:00;0;26.82;99.1;-7.77;35.16;30.53;21.52;22.33
10/9/2019;16:00:00;0;26.99;97;-7.79;35.16;30.53;21.52;22.34
10/9/2019;16:30:00;0;28.52;94.6;-7.82;35.19;30.53;21.52;22.34
10/9/2019;17:00:00;0;28.99;92.8;-7.84;35.19;30.55;21.51;22.33
10/9/2019;17:30:00;0;28.82;93.7;-7.86;35.19;30.55;21.51;22.33
10/9/2019;18:00:00;0;28.77;91.1;-7.86;35.19;30.53;21.51;22.32
10/9/2019;18:30:00;0;29.11;92.3;-7.86;35.18;30.53;21.51;22.33
10/9/2019;19:00:00;0;29.26;90;-7.88;35.19;30.55;21.51;22.33
10/9/2019;19:30:00;0;28.69;89.1;-7.91;35.19;30.53;21.5;22.32
10/9/2019;20:00:00;0;30.22;88.1;-7.93;35.21;30.53;21.5;22.32
10/9/2019;20:30:00;0;28.2;93;-7.93;35.19;30.53;21.48;22.32
10/9/2019;21:00:00;0.4;27.04;96.8;-7.91;35.19;30.53;21.48;22.32
10/9/2019;21:30:00;0.2;26.79;98.1;-7.93;35.19;30.55;21.5;22.3
10/9/2019;22:00:00;0;26.3;98.7;-7.93;35.18;30.55;21.48;22.3
10/9/2019;22:30:00;0;26.06;99.1;-7.91;35.18;30.55;21.48;22.3
10/9/2019;23:00:00;0;25.87;99.5;-7.91;35.18;30.55;21.47;22.3
10/9/2019;23:30:00;0;25.72;99.4;-7.93;35.16;30.55;21.47;22.3
10/10/2019;00:00:00;0.2;25.77;99.5;-7.95;35.16;30.55;21.47;22.3
10/10/2019;00:30:00;0;25.5;100;-7.98;35.18;30.53;21.47;22.3
10/10/2019;01:00:00;0.2;25.28;100;-8.02;35.16;30.55;21.47;22.29
10/10/2019;01:30:00;0;25.19;100;-8;35.14;30.55;21.47;22.28
10/10/2019;02:00:00;0;24.92;100;-8.02;35.12;30.53;21.45;22.28
10/10/2019;02:30:00;0;24.85;100;-8;35.14;30.55;21.45;22.28
10/10/2019;03:00:00;0;24.99;100;-8;35.12;30.53;21.45;22.28
10/10/2019;03:30:00;0;24.94;100;-8.05;35.11;30.53;21.45;22.26
10/10/2019;04:00:00;0;24.99;100;-8.07;35.11;30.53;21.45;22.28
10/10/2019;04:30:00;0;24.94;100;-8.09;35.11;30.53;21.44;22.26
10/10/2019;05:00:00;0;24.94;100;-8.11;35.09;30.53;21.45;22.26
10/10/2019;05:30:00;0;24.82;100;-8.13;35.09;30.53;21.44;22.25
10/10/2019;06:00:00;0;24.7;100;-8.13;35.07;30.53;21.44;22.26
10/10/2019;06:30:00;0;24.41;100;-8.07;35.07;30.53;21.44;22.25
10/10/2019;07:00:00;0;24.1;100;-8;35.07;30.53;21.42;22.25
10/10/2019;07:30:00;0;24.07;100;-7.93;35.05;30.53;21.42;22.25
10/10/2019;08:00:00;0;24.1;100;-7.88;35.05;30.52;21.41;22.24
10/10/2019;08:30:00;0;24.24;100;-7.84;35.05;30.5;21.39;22.21
10/10/2019;09:00:00;0;24.12;100;-7.73;35.04;30.48;21.36;22.17
10/10/2019;09:30:00;0;23.71;100;-7.7;35;30.47;21.34;22.14
10/10/2019;10:00:00;0;23.62;100;-7.64;35;30.45;21.3;22.12
10/10/2019;10:30:00;0;23.35;100;-7.61;34.98;30.44;21.28;22.08
10/10/2019;11:00:00;0;23.3;100;-7.54;34.98;30.39;21.25;22.05
10/10/2019;11:30:00;0;22.97;100;-7.48;34.96;30.39;21.21;22.01
10/10/2019;12:00:00;0;23.02;100;-7.45;34.95;30.35;21.18;22
10/10/2019;12:30:00;0;23.42;100;-7.46;34.91;30.34;21.15;21.97
10/10/2019;13:00:00;0;24;100;-7.57;34.91;30.32;21.14;21.97
10/10/2019;13:30:00;0;25.31;99.8;-7.46;34.91;30.31;21.12;21.95
10/10/2019;14:00:00;0;25.5;100;-7.52;34.89;30.29;21.1;21.92
10/10/2019;14:30:00;0;25.87;99.8;-7.41;34.89;30.27;21.08;21.91
10/10/2019;15:00:00;0;27.16;97.1;-7.48;34.86;30.26;21.06;21.89
10/10/2019;15:30:00;0;27.63;95.7;-7.68;34.89;30.24;21.06;21.89
10/10/2019;16:00:00;0;28.12;96.2;-7.84;34.95;30.26;21.04;21.91
10/10/2019;16:30:00;0;28.59;89.9;-7.98;34.96;30.26;21.06;21.92
10/10/2019;17:00:00;0;29.66;87.9;-8;34.96;30.26;21.04;21.92
10/10/2019;17:30:00;0;29.84;87.2;-8;34.96;30.27;21.06;21.93
10/10/2019;18:00:00;0;30.44;77.6;-7.96;34.96;30.27;21.06;21.92
10/10/2019;18:30:00;0;29.74;80.6;-8;34.96;30.27;21.06;21.92
10/10/2019;19:00:00;0;28.87;91.3;-8.05;34.98;30.27;21.07;21.92
10/10/2019;19:30:00;0;30.17;89.5;-8.09;35;30.27;21.06;21.92
10/10/2019;20:00:00;0;29.61;89.1;-8.09;35.04;30.27;21.06;21.92
10/10/2019;20:30:00;0;34.02;75.7;-8.07;35.04;30.27;21.06;21.92
10/10/2019;21:00:00;0;30.14;83.9;-8.11;35.04;30.29;21.06;21.92
10/10/2019;21:30:00;0;27.63;90;-8.09;35.05;30.29;21.06;21.92
10/10/2019;22:00:00;0.4;25.06;93.8;-8.09;35.05;30.29;21.07;21.92
10/10/2019;22:30:00;0.4;24.27;96.7;-8.09;35.05;30.29;21.06;21.92
10/10/2019;23:00:00;0.2;24.12;97.5;-8.05;35.04;30.29;21.06;21.92
10/10/2019;23:30:00;0.4;24.05;98.4;-7.96;35.07;30.29;21.07;21.92
10/11/2019;00:00:00;0.8;23.69;98.9;-7.96;35.32;30.29;21.06;21.91
10/11/2019;00:30:00;0.2;23.52;98.8;-7.96;35.7;30.32;21.07;21.91
10/11/2019;01:00:00;0;23.18;99.4;-7.98;35.91;30.34;21.07;21.91
10/11/2019;01:30:00;0;23.21;99.3;-8.04;35.95;30.35;21.07;21.91
10/11/2019;02:00:00;0;23.4;99.5;-8.05;35.93;30.4;21.08;21.92
10/11/2019;02:30:00;0;23.4;99.7;-8.07;35.91;30.45;21.09;21.91
10/11/2019;03:00:00;0;23.3;100;-8.07;35.88;30.53;21.09;21.92
10/11/2019;03:30:00;0;23.4;100;-8.11;35.86;30.6;21.12;21.91
10/11/2019;04:00:00;0;23.5;100;-8.16;35.84;30.65;21.13;21.91
10/11/2019;04:30:00;0;23.4;100;-8.18;35.81;30.68;21.15;21.91
10/11/2019;05:00:00;0.2;23.35;100;-8.2;35.77;30.69;21.18;21.91
10/11/2019;05:30:00;2;23.3;100;-8.23;35.75;30.73;21.21;21.91
10/11/2019;06:00:00;0.8;23.04;100;-8.21;35.74;30.73;21.24;21.92
10/11/2019;06:30:00;0.8;23.09;100;-8.2;35.72;30.76;21.29;21.92
10/11/2019;07:00:00;0.4;23.06;100;-8.13;35.68;30.77;21.31;21.92
10/11/2019;07:30:00;0.2;22.9;100;-8.04;35.68;30.76;21.36;21.93
10/11/2019;08:00:00;0.2;22.9;100;-7.96;35.65;30.76;21.4;21.92
10/11/2019;08:30:00;0;22.92;100;-7.91;35.65;30.76;21.41;21.91
10/11/2019;09:00:00;0;22.8;100;-7.82;35.63;30.74;21.4;21.89
10/11/2019;09:30:00;0;22.73;100;-7.75;35.6;30.73;21.39;21.87
10/11/2019;10:00:00;0;22.37;100;-7.61;35.58;30.71;21.37;21.84
10/11/2019;10:30:00;0;22.18;100;-7.66;35.56;30.68;21.35;21.83
10/11/2019;11:00:00;0;22.08;100;-7.57;35.56;30.66;21.33;21.8
10/11/2019;11:30:00;0;21.82;100;-7.63;35.54;30.65;21.31;21.8
10/11/2019;12:00:00;0;22.23;100;-7.7;35.53;30.63;21.3;21.8
10/11/2019;12:30:00;0;22.49;100;-7.59;35.51;30.6;21.28;21.78
10/11/2019;13:00:00;0;23.02;100;-7.5;35.49;30.58;21.24;21.76
10/11/2019;13:30:00;0;24.07;100;-7.66;35.47;30.56;21.23;21.76
10/11/2019;14:00:00;0;24.46;99.9;-7.57;35.86;30.56;21.24;21.78
10/11/2019;14:30:00;0;25.21;98.1;-7.54;36.16;30.6;21.25;21.78
10/11/2019;15:00:00;0;26.23;96.6;-7.77;36.16;30.63;21.25;21.78
10/11/2019;15:30:00;0;27.16;97.1;-7.79;36.35;30.73;21.28;21.79
10/11/2019;16:00:00;0;28.37;92.8;-7.79;36.74;31.05;21.33;21.8
10/11/2019;16:30:00;0;28.15;91.7;-7.95;36.63;31.39;22.31;21.83
10/11/2019;17:00:00;0;29.14;92.6;-7.93;36.53;31.4;22.97;21.92
10/11/2019;17:30:00;0;28.1;89.8;-7.89;36.49;31.4;22.97;22.68
10/11/2019;18:00:00;0;27.7;90.5;-7.89;36.37;31.39;22.93;23.57
10/11/2019;18:30:00;0;29.19;83.8;-7.91;36.3;31.37;22.87;23.59
10/11/2019;19:00:00;0;29.54;89;-7.89;36.21;31.32;22.8;23.55
10/11/2019;19:30:00;0;27.6;91.2;-7.89;36.16;31.29;22.74;23.5
10/11/2019;20:00:00;4.8;25.87;98.9;-7.88;36.11;31.27;22.67;23.43
10/11/2019;20:30:00;0;30.57;88.6;-7.95;36.04;31.24;22.61;23.37
10/11/2019;21:00:00;0;25.55;94.2;-7.98;36;31.23;22.55;23.32
10/11/2019;21:30:00;2.4;24.15;98.7;-8;35.96;31.18;22.5;23.28
10/11/2019;22:00:00;3.2;23.11;98.9;-8.02;35.91;31.18;22.45;23.24
10/11/2019;22:30:00;0.4;23.14;99.5;-8.07;35.88;31.15;22.42;23.18
10/11/2019;23:00:00;0.8;22.94;99.6;-8.05;35.84;31.13;22.37;23.14
10/11/2019;23:30:00;0.4;22.9;100;-8.13;35.81;31.11;22.33;23.12
10/12/2019;00:00:00;0.2;22.92;100;-8.11;35.79;31.11;22.31;23.09
10/12/2019;00:30:00;0.2;22.97;100;-8.09;35.77;31.08;22.28;23.07
10/12/2019;01:00:00;0;23.16;100;-8.04;35.75;31.06;22.26;23.04
10/12/2019;01:30:00;0;23.06;100;-8.05;35.72;31.05;22.25;23.01
10/12/2019;02:00:00;0;23.04;100;-8.07;35.68;31.05;22.21;22.99
10/12/2019;02:30:00;0;22.78;100;-8.11;35.68;31.02;22.18;22.96
10/12/2019;03:00:00;0;22.61;100;-8.14;35.65;31.02;22.16;22.93
10/12/2019;03:30:00;0;22.56;100;-8.13;35.65;31;22.15;22.92
10/12/2019;04:00:00;0;22.44;100;-8.13;35.63;30.98;22.12;22.89
10/12/2019;04:30:00;0;22.37;100;-8.16;35.61;30.98;22.11;22.88
10/12/2019;05:00:00;0;22.49;100;-8.21;35.58;30.95;22.09;22.87
10/12/2019;05:30:00;0;22.03;100;-8.25;35.58;30.95;22.06;22.84
10/12/2019;06:00:00;0;22.06;100;-8.25;35.54;30.94;22.04;22.83
10/12/2019;06:30:00;0;22.42;100;-8.23;35.54;30.92;22.02;22.82
10/12/2019;07:00:00;0;22.63;100;-8.14;35.53;30.92;22.01;22.8
10/12/2019;07:30:00;0;22.61;100;-8.04;35.51;30.9;21.99;22.78
10/12/2019;08:00:00;0;22.54;100;-8;35.53;30.9;21.98;22.76
10/12/2019;08:30:00;0;22.15;100;-7.95;35.51;30.89;21.95;22.74
10/12/2019;09:00:00;0;22.23;100;-7.91;35.49;30.87;21.91;22.7
10/12/2019;09:30:00;0;22.35;100;-7.86;35.49;30.84;21.88;22.66
10/12/2019;10:00:00;0;22.32;100;-7.79;35.46;30.81;21.83;22.62
10/12/2019;10:30:00;0;22.08;100;-7.73;35.44;30.79;21.78;22.55
10/12/2019;11:00:00;0;21.84;100;-7.73;35.42;30.76;21.74;22.53
10/12/2019;11:30:00;0;21.6;100;-7.66;35.42;30.74;21.71;22.5
10/12/2019;12:00:00;0;21.63;100;-7.61;35.4;30.71;21.67;22.45
10/12/2019;12:30:00;0;22.06;100;-7.77;35.4;30.69;21.66;22.45
10/12/2019;13:00:00;0;22.85;100;-7.7;35.42;30.69;21.66;22.47
10/12/2019;13:30:00;0;23.91;100;-7.68;35.53;30.69;21.64;22.45
